Title,Year,IMDB rating,Metascore,Votes,Description,Type
Outlaws,(2017),5.4,24        ,490,"
    1% is set within the primal underworld of outlaw motorcycle club gangs. It follows the heir to the throne of a motorcycle club who has to betray his president to save his brother's life.","
Crime            "
Malzenstwo na czas okreslony,(2017),4.6,43        ,1064,"
    An ensemble comedy about the meaning of matrimony.","
Comedy            "
Willow Creek,(2013),5.1,62        ,9460,"
    Jim and his girlfriend Kelly are visiting the infamous Willow Creek, the alleged home of the original Bigfoot legend - the tale of huge ape like creatures that roam the forests of North ...                See full summary »
","
Horror, Mystery, Thriller            "
Officer Downe,(2016),4.1,26        ,1648,"
    Based on the graphic novel, a police officer who can't be stopped by death returns to the streets time and time again to fight crime.","
Action, Comedy, Sci-Fi            "
Areszt domowy,(2014),6.8,76        ,29928,"
    A young woman is forced to return to her childhood home after being placed under house arrest, where she suspects that something evil may be lurking.","
Comedy, Horror, Mystery            "
The Mule,(2014),6.3,57        ,5841,"
    After a trip to Thailand, a first-time drug mule finds himself in police custody, with his stomach crammed with narcotics. Now, he has to endure seven sphincter-clenching days to convince them of his innocence. Will nature take its course?","
Comedy, Crime, Drama            "
The Nightmare,(2015),5.8,68        ,6062,"
    A look at a frightening condition that plagues thousands; sleep paralysis.","
Documentary, Horror            "
Pokój 237,(2012),6.2,80        ,19737,"
    An exploration of various interpretations of Stanley Kubrick's horror film, Lśnienie (1980).","
Documentary            "
Upokorzenie,(2014),5.6,59        ,5960,"
    A stage actor who is slowly losing his mind engages in a relationship with a sexually confused younger woman.","
Comedy, Drama, Romance            "
Pokój 237,(2012),6.2,80        ,19737,"
    An exploration of various interpretations of Stanley Kubrick's horror film, Lśnienie (1980).","
Documentary            "
Upokorzenie,(2014),5.6,59        ,5960,"
    A stage actor who is slowly losing his mind engages in a relationship with a sexually confused younger woman.","
Comedy, Drama, Romance            "
Tom of Finland,(2017),6.8,56        ,4532,"
    Award-winning filmmaker Dome Karukoski brings to screen the life and work of artist Touko Valio Laaksonen (aka Tom of Finland), one of the most influential and celebrated figures of twentieth century gay culture.","
Biography, Drama            "
Frankenstein's Army,(2013),5.3,49        ,7473,"
    Toward the end of World War II, Russian soldiers pushing into eastern Germany stumble across a secret Nazi lab, one that has unearthed and begun experimenting with the journal of one Dr. ...                See full summary »
","
Horror            "
6 balonów,(2018),5.8,66        ,3013,"
    A woman (Jacobson) learns her brother (Franco) has relapsed on heroin.","
Drama            "
In Fear,(2013),5.4,66        ,8179,"
    Driving to a music festival in Ireland, a new couple become lost and are then set upon by a tormentor with an unknown motive.","
Horror, Mystery, Thriller            "
Zama,(2017),6.8,89        ,4162,"
    Based on the novel by Antonio Di Benedetto written in 1956, on Don Diego de Zama, a Spanish officer of the seventeenth century settled in Asunción, who awaits his transfer to Buenos Aires.","
Drama            "
Dziewczyny,(2014),6.4,58        ,8112,"
    As Eve begins writing songs as a way to sort through some emotional problems, she meets James and Cassie, two musicians each at crossroads of their own.","
Drama, Music, Romance            "
Raj: milosc,(2012),7.1,65        ,7773,"
    Teresa, a fifty-year-old Austrian mother, travels to the paradise of the beaches of Kenya, seeking out love from African boys. But she must confront the hard truth that on the beaches of Kenya, love is a business.","
Drama            "
Moja milosc,(2015),7.1,68        ,9423,"
    Tony is admitted to a rehabilitation center after a serious skiing accident. Dependent of medical staff and painkillers, she takes the time to remember the tumultuous love story she lived with Georgio.","
Drama, Romance            "
Turysci,(2012),6.5,69        ,25049,"
    Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.","
Adventure, Comedy, Crime            "
Sharkwater Extinction,(2018),7.8,76        ,461,"
    Filmmaker Rob Stewart exposes the illegal fishing industry that threatens the survival of the world's sharks.","
Documentary            "
Comet,(2014),6.8,52        ,16374,"
    Set in a parallel universe, Comet bounces back and forth over the course of an unlikely but perfectly paired couple's six-year relationship.","
Comedy, Drama, Romance            "
Zama,(2017),6.8,89        ,4162,"
    Based on the novel by Antonio Di Benedetto written in 1956, on Don Diego de Zama, a Spanish officer of the seventeenth century settled in Asunción, who awaits his transfer to Buenos Aires.","
Drama            "
Dziewczyny,(2014),6.4,58        ,8112,"
    As Eve begins writing songs as a way to sort through some emotional problems, she meets James and Cassie, two musicians each at crossroads of their own.","
Drama, Music, Romance            "
Raj: milosc,(2012),7.1,65        ,7773,"
    Teresa, a fifty-year-old Austrian mother, travels to the paradise of the beaches of Kenya, seeking out love from African boys. But she must confront the hard truth that on the beaches of Kenya, love is a business.","
Drama            "
Moja milosc,(2015),7.1,68        ,9423,"
    Tony is admitted to a rehabilitation center after a serious skiing accident. Dependent of medical staff and painkillers, she takes the time to remember the tumultuous love story she lived with Georgio.","
Drama, Romance            "
Turysci,(2012),6.5,69        ,25049,"
    Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.","
Adventure, Comedy, Crime            "
Sharkwater Extinction,(2018),7.8,76        ,461,"
    Filmmaker Rob Stewart exposes the illegal fishing industry that threatens the survival of the world's sharks.","
Documentary            "
Comet,(2014),6.8,52        ,16374,"
    Set in a parallel universe, Comet bounces back and forth over the course of an unlikely but perfectly paired couple's six-year relationship.","
Comedy, Drama, Romance            "
Equity,(2016),5.5,68        ,3171,"
    Senior investment banker Naomi Bishop is threatened by a financial scandal and must untangle a web of corruption.","
Drama            "
Maskotki,(2016),5.7,57        ,6176,"
    A look into the world of competitive mascots.","
Comedy            "
Beatriz na kolacji,(2017),6.0,68        ,8098,"
    A holistic medicine practitioner attends a wealthy client's dinner party after her car breaks down.","
Comedy, Drama            "
Sharkwater Extinction,(2018),7.8,76        ,461,"
    Filmmaker Rob Stewart exposes the illegal fishing industry that threatens the survival of the world's sharks.","
Documentary            "
Comet,(2014),6.8,52        ,16374,"
    Set in a parallel universe, Comet bounces back and forth over the course of an unlikely but perfectly paired couple's six-year relationship.","
Comedy, Drama, Romance            "
Equity,(2016),5.5,68        ,3171,"
    Senior investment banker Naomi Bishop is threatened by a financial scandal and must untangle a web of corruption.","
Drama            "
Maskotki,(2016),5.7,57        ,6176,"
    A look into the world of competitive mascots.","
Comedy            "
Beatriz na kolacji,(2017),6.0,68        ,8098,"
    A holistic medicine practitioner attends a wealthy client's dinner party after her car breaks down.","
Comedy, Drama            "
The Trip to Spain,(2017),6.6,66        ,4100,"
    Actors Steve Coogan and Rob Brydon embark on a six-part episodic road trip through Europe. This time they're in Spain, sampling the restaurants, eateries, and sights along the way.","
Comedy, Drama            "
Kedi - sekretne zycie kotów,(2016),7.7,78        ,11183,"
    A profile of an ancient city and its unique people, seen through the eyes of the most mysterious and beloved animal humans have ever known, the Cat.","
Documentary            "
